"Two single nucleotide polymorphisms (SNP) of cyclooxygenase-1 (COX-1), A-842G and C50T, exhibited increased sensitivity to @Chemical$ and had lower prostaglandin synthesis capacity, lacking statistical significance in the association with bleeding peptic @Disease$."	0
"RESULTS: 9225 patients were enrolled (median 1.8years) post-MI: 52% with prior ST-elevation MI, median age 67years, 24% women, 67% Caucasian, 55% had &gt;=2 additional qualifying risk factors, 14% current smokers, 67% overweight/@Disease$, 34% with blood pressure &gt;=140/90mmHg. 81% underwent percutaneous coronary intervention (PCI; 66% with drug-eluting stents) for the index MI. 75% of patients had been discharged on dual antiplatelet therapy (DAPT; acetylsalicylic acid [ASA]+ADP receptor inhibitor [ADPri]), mainly @Chemical$ (75%). 63% had discontinued antiplatelet treatment (60% ADPri) around 1year, most commonly by physician recommendation (90%)."	0
"Between Day 7 and 35, @Disease$ were induced with @Chemical$ (25 mg/kg p.o. q8h)."	1
"The incidence of @Disease$ in the @Chemical$ group was higher than that in the Control group, although the difference was not significant (30 vs. 0%; p = 0.210)."	0
"In the @Disease$ group, subjects underwent @Chemical$ desensitization followed by a 1-month aspirin treatment."	0
BACKGROUND: Current knowledge about clinical and genetic risk factors for @Chemical$-induced @Disease$ is not sufficient to prevent these gastric mucosal lesions.	1
CONCLUSION: These data suggest that AR may be of special concern for diabetic patients with poor @Chemical$ control and @Disease$.	0
"CONCLUSION: Coupling of NO to ASA attenuates stress, ischemia-reperfusion, and ethanol-induced damage due to @Disease$ mediated by NO, which compensates for @Chemical$ deficiency induced by ASA."	0
"At 4 weeks, the mean scores of pain intensity and non@Disease$ symptoms were lower in the @Chemical$ group (5.61 +- 0.17 vs."	0
"@Disease$ will be evaluated with the ANKON magnetically controlled capsule endoscopy system (@Chemical$), a minimally invasive approach for detecting mucosal lesions in the stomach, duodenum and small intestine."	0
"The Fernand Widal syndrome is a set of associations between asthma, @Disease$ and @Chemical$ sensitivity."	0
"There are many potential gastroprotective drugs available in Japan, and studies are needed to assess the relative effectiveness of various strategies including PPI use for the prevention of @Chemical$-related @Disease$ and whether any of these other agents also provide protection against small bowel or colonic damage."	1
"Drainage amount, postoperative hemoglobin level, change in hemoglobin, calculated @Disease$, incidence and the amount of blood transfused, and the proportion of thromboembolic events were compared between patients who were and patients who were not on continued @Chemical$ mono-therapy."	0
"Aspirin-exacerbated @Disease$ (AERD) refers to the combination of asthma, chronic rhinosinusitis with nasal polyposis, and acute upper and lower respiratory tract reactions to the ingestion of @Chemical$ (acetylsalicylic acid, ASA) and other cyclooxygenase-1 inhibiting non-steroidal anti-inflammatory drugs."	0
In contrast @Chemical$ tended to decrease mortality among elderly @Disease$ patients with cardiovascular disease.	0
"@Chemical$-induced urticaria and @Disease$, but not bronchoconstriction, associated with cysteinyl leukotriene overproduction in 2 patients with asthma."	1
"Acetaminophen, @Chemical$ and progression of advanced @Disease$."	0
"Following @Chemical$, 38.7% of the participants developed @Disease$."	0
"This study estimates the @Disease$ risks associated with combinations of @Chemical$, thienopyridine derivatives, and warfarin in elderly patients."	1
"However, the risk of bleeding is further increased by combining other anti-platelet drugs (e.g. clopidogrel) with @Chemical$ in @Disease$ and coronary stent placement."	0
"Numerous vascular risk factors including white matter hyperintensity (WMH), duration of @Chemical$ treatment, age, hypertension or @Disease$ were investigated for a possible association with the presence of CMBs in the two groups."	0
"The use of @Chemical$ was associated with an increased prevalence of post-polypectomy @Disease$ (OR=6.72, 95% C.I."	1
"Univariate analysis showed that continuous @Chemical$ use was not significantly associated with bleeding complications (odds ratio, 0.933; 95% confidence interval, 0.283-3.074; P = .910 in the aspirin and control groups) and that discontinuous aspirin use was not significantly associated with @Disease$ complications (odds ratio, 0.963; 95% confidence interval, 0.230-4.025; P = .959 in the aspirin and control groups; odds ratio, 0.969; 95% confidence interval, 0.198-4.752; P = .969 in the aspirin and discontinuous groups)."	0
Low-dose @Chemical$ (&lt; 330 mg/d) is recommended for the prevention of @Disease$ or ischemic stroke.	0
"CONCLUSIONS Given the lack of guidelines regarding perioperative management of neurosurgical patients with antiplatelet therapy, these findings elucidate one issue, showing comparable @Disease$ rates in @Chemical$ users and nonusers undergoing VP shunt placement."	0
Fifty-four per cent recommended a proton pump inhibitor (PPI) for a patient with a recently healed @Disease$ who required ongoing @Chemical$.	0
"METHODS: 106 consecutive adults with confirmed, physician-diagnosed difficult @Disease$ and 100 patients with @Chemical$-induced asthma underwent psychiatric interview and assessment using M.I.N.I 5.0, Beck Depression Inventory (BDI) and Panic And Agoraphobia Scale (PAS)."	0
Oral aspirin challenge (OAC) reveals @Chemical$-exacerbated respiratory disease (AERD) in approximately 50% of unselected patients with @Disease$ with nasal polyposis (CRSwNP).	0
"In two separate series, platelet aggregation and @Chemical$ arthritis-induced inflammatory @Disease$ were measured in control, ASA and ASA-Tris-treated groups."	0
"The studies included are the Studies of @Disease$ (SOLVD) (N=6,797), the Cooperative New Scandinavian Enalapril Survival Study II (CONSENSUS II) (N=6,090), the @Chemical$ and Thrombolysis Study (CATS) (N=296), and another study involving 317 subjects."	0
The goal of this study was to investigate a gene-gene interaction between IL-10 and TGF-beta1 polymorphisms in Korean @Disease$tics with @Chemical$ hypersensitivity.	0
"The association between aspirin use and the presence of DR or VTDR was assessed using multivariable logistic regression models including age, gender, ethnicity, socioeconomic status, HbA1c, systolic blood pressure, anti-hypertension medicine, total cholesterol, anti-@Chemical$ medicine, BMI, current smoking status, diabetes duration, history of cardiovascular disease (CVD) and @Disease$ (CKD.)."	0
Age when @Disease$ was developed (A+ASA groups)--45.5; the duration of asthma was 11 +/- 9 years. 58% of patients had polypectomy/ethmoidectomy (PP--45%; A--60%; @Chemical$--80%).	0
A new study suggests that co-prescription of low-dose @Chemical$ and PPIs increases the incidence of @Disease$.	1
"With skin testing and oral rechallenge with aspirin, but not rofecoxib, the allergist determined the cause of the reactions to be @Chemical$-induced @Disease$ and selective COX-2 inhibitor intolerance."	1
"It is very important to prevent @Chemical$-induced gastroduodenal @Disease$ complications including bleeding, and every effort should be exercised to prevent the bleeding complications."	0
"Also, women had less @Disease$ (aspirin, 2.4% versus 3.7%; @Chemical$, 1.4% versus 3.0%), more heart failure, and higher mean CHADS2 (congestive heart failure, hypertension, age of 75 years or older, diabetes [1 point each], stroke or transient ischemic attack [2 points]) scores (aspirin, 2.2 versus 2.0; apixaban, 2.1 versus 2.0)."	0
It may be that the risks associated with @Chemical$ cessation outweigh the risks of @Disease$.	1
Dual antiplatelet therapy (DAT) with aspirin and @Chemical$ is the standard regimen to achieve rapid platelet inhibition and prevent @Disease$ events.	0
"However, as discontinuation of @Chemical$, unlike NSAIDs, may precipitate cardiovascular and cerebrovascular events, treatment of aspirin-associated @Disease$s should re-start aspirin as soon as possible, using proton pump inhibitor (PPI)."	0
"BACKGROUND: The effect of aspirin on the release of key arachidonic acid metabolites in activated eosinophils from subjects with @Chemical$-intolerant @Disease$ (AIA) has not been investigated previously, despite the characteristic eosinophilia in AIA."	0
Effect of @Chemical$ on airway inflammation and pulmonary function in patients with persistent @Disease$.	1
@Disease$ associated with chronic low-dose @Chemical$ therapy.	0
BACKGROUND: Aspirin desensitization followed by maintenance therapy effectively improves symptom control in patients with @Chemical$ exacerbated @Disease$ (AERD).	0
@Disease$ complications of enoxaparin and @Chemical$ in patients with kidney transplants.	0
We therefore tested whether addition of the leukotriene receptor antagonist montelukast was of therapeutic benefit in a group of @Chemical$-intolerant patients with @Disease$ of whom 90% already were treated with moderate to high doses of glucocorticosteroids.	0
Safety and outcomes of @Chemical$ desensitization for aspirin-exacerbated @Disease$: A single-center study.	0
"CONCLUSION: In a large genetic epidemiology study of aspirin-intolerant asthma in a Korean population, genetic polymorphisms of NAT2 were found to be related to a risk of @Chemical$ @Disease$ among asthmatics."	1
Does continued @Chemical$ mono-therapy lead to a higher bleeding risk after total @Disease$?	0
Correlation between Helicobacter pylori infection and low-dose @Chemical$ use on damage of the @Disease$.	0
Comparison of incident @Disease$ between low-dose plain aspirin and enteric-coated @Chemical$.	0
Such large geographic differences in the net effect of H. pylori @Disease$ on gastric acid secretion could be at least partly responsible for the geographically distinct interaction between @Chemical$ use and H. pylori infection on adverse gastroduodenal lesions.	0
"OBJECTIVE: To determine whether celecoxib, a selective cyclooxygenase 2 (COX-2) inhibitor, cross-reacts in patients with @Chemical$-exacerbated @Disease$ (AERD) with asthma."	0
"Therefore, the abnormal regulation of @Chemical$ could contribute to the exacerbated processes observed in @Disease$."	0
"The most common reasons for recommending @Chemical$ discontinuation were concern about @Disease$ after polypectomy (62%), perceived minimal downside to stopping aspirin (38%), inertia to changing old policies (20%), and concern about medicolegal implications of postpolypectomy bleeding (15%)."	0
CONCLUSIONS: There is high mortality rate associated with @Chemical$ or clopidogrel or both in elderly patients who have head trauma resulting in @Disease$.	0
The Framingham Heart Study records of participants with @Disease$ (AF) during 1980 and 1994 were retrospectively reviewed to determine the prevalence of @Chemical$ and aspirin use in AF.	0
So we suspect that the pathogenic mechanism for aspirin @Disease$ differs from that for @Chemical$ asthma.	0
"OBJECTIVE: We sought to determine blood and urinary levels of @Chemical$,11beta-PGF(2), a major stable PGD(2) metabolite in 2 well-defined phenotypes of @Disease$, aspirin-induced asthma (AIA) and aspirin-tolerant asthma (ATA), and in healthy control subjects and to study the effects of aspirin on PGD(2) release."	0
"BACKGROUND: Aspirin (acetylsalicylic acid [@Chemical$]) hypersensitivity is frequent in patients with @Disease$ (NPs) and is called aspirin exacerbated respiratory disease, previously known as Samter's syndrome."	0
"In Japan, the preventive strategies upon the prescription of NSAIDs/@Chemical$ are expected to spread rapidly because the use of proton pump inhibitors for the prevention of recurrence of NSAID- or LDA-induced peptic ulcers and the use of COX-2 for the palliation of acute @Disease$ were recently approved under the national health insurance system."	0
"@Chemical$ sensitivity can cause acute @Disease$ in some individuals, aggravate pre-existing chronic urticaria in others or, rarely, act as a cofactor with food or exercise to provoke anaphylaxis."	1
"METHODS: This prospective, placebo-controlled trial was conducted in @Disease$ patients randomized (1:1) to receive either standard DAPT (aspirin and @Chemical$) vs TAPT with cilostazol for a minimum of 12 months after PCI with Endeavor zotarolimus-eluting stent (E-ZES)."	0
"Recent evidence showed that among patients with a history of @Chemical$-associated ulcer bleeding, the long-term incidence of recurrent @Disease$ with ASA use is low after eradication of H. pylori alone."	0
CONCLUSION: This article demonstrates the safety of reintroducing platelet-inhibitory doses of aspirin in patients in whom it is indicated and reporting @Chemical$-induced @Disease$ and/or angioedema with anti-inflammatory doses.	1
"SUMMARY: The HLA alleles DRB11302 and DQB10609, and the ALOX5 and FcepsilonRIalpha promoter polymorphisms, may contribute to the pathogenesis of @Chemical$-induced @Disease$/angioedema."	1
"Despite their different @Chemical$ compositions, FB and EF apple extracts assisted in protecting the @Disease$ following acute aspirin administration in rats."	0
"Thus, the lack of evidence of benefit with @Chemical$ in patients with heart failure and @Disease$, along with growing evidence that aspirin is directly harmful in patients with heart failure and that aspirin may negate the benefits of angiotensin-converting enzyme inhibitors suggest that, unless there is an opportunity to randomize the patient into a study of antithrombotic strategies, then aspirin should be withdrawn or possibly substituted with an anticoagulant or an antiplatelet agent that does not block cyclooxygenase."	0
[Prevention of @Chemical$-induced @Disease$ with an association of leukotriene inhibitors and antihistamines].	1
BACKGROUND: Aspirin (@Chemical$) is the drug of choice in patients with @Disease$ for primary and secondary prevention.	0
"The pathogenesis of aspirin (acetylsalicylic acid, ASA)-intolerant @Disease$ (AIU) is still poorly understood but it has recently been suggested that it is associated with the overproduction of @Chemical$ (LT)."	0
We assessed whether the association of aspirin and other NSAIDs with postmenopausal @Disease$ risk differs by estrogen and @Chemical$ receptor (ER and PR) status of the tumor.	0
Skin and colonic @Disease$ times are prolonged for 3 and 5 days after @Chemical$ and ticlopidine withdrawal respectively.	0
Identification of a high-risk group for low-dose @Chemical$-induced @Disease$ by measuring serum pepsinogen in H. pylori-infected subjects.	1
PURPOSE: To review current literature of the benefits that @Chemical$ provides for patients' cardiovascular health compared with the risk of @Disease$ worsening.	0
The effects of inhaled aspirin on fractional exhaled NO (FENO) in patients with aspirin-tolerant (@Chemical$) and aspirin-inducible (@Disease$) asthma compared with normal controls have been investigated.	0
@Chemical$ Does Not Increase Heart Failure Events in @Disease$ Patients: From the WARCEF Trial.	0
BACKGROUND: @Chemical$-intolerant asthma (AIA) refers to the development of bronchoconstriction in @Disease$tic individuals following the ingestion of aspirin or other non-steroidal anti-inflammatory drugs (NSAIDs).	0
"While @Chemical$ reduces risk of ischemic events post-PCI, it also increases risk of @Disease$."	0
"Background: Aspirin-exacerbated respiratory disease (AERD), a syndrome that includes @Disease$, recurrent nasal polyps, and pathognomonic reactions to @Chemical$ and other nonselective cyclooxygenase inhibitors, is still not fully understood and lacks specific disease-modifying therapeutic options."	0
"CONCLUSION: Administration of low-dose @Chemical$, either plain or enteric-coated, induces endoscopic gastro-duodenal @Disease$ in a large majority of patients."	1
CONCLUSION: The prevalence of respiratory symptoms triggered by @Chemical$/NSAID use was found to be 10-11% in patients with asthma and 2.5% in non-@Disease$tics.	0
These estimates are valuable for benefit-risk assessments of low-dose @Chemical$ for cardiovascular and @Disease$ prevention.	0
INTRODUCTION: Preoperative discontinuation of @Chemical$ (acetylsalicylic acid) can reduce @Disease$ risk but may increase the risk of perioperative cardiovascular events.	0
Patients receiving apixaban plus aspirin had a similar @Disease$ risk compared with those receiving thienopyridine plus @Chemical$.	0
BACKGROUND: This multicenter retrospective study investigated the management and outcome of patients with peptic @Disease$/erosion-related aspirin and clopidogrel (A + @Chemical$) cotherapy.	0
"CONCLUSION: Although cysLT 1 expression predominates on inflammatory leukocytes in patients with aspirin-sensitive @Disease$, the effects of @Chemical$ on glands and epithelium may be mediated predominantly through cysLT 2."	0
Prediction of @Disease$ improved marginally after addition of variables not incorporated in the @Chemical$ score.	0
"CONCLUSIONS: In patients with @Disease$ taking low-dose aspirin, the use of celecoxib or @Chemical$ plus lansoprazole resulted in similar rates of gastroduodenal ulceration."	0
"In terms of gender differences, the OR for @Chemical$-induced @Disease$ in females was significantly increased at 2.55 (95% CI, 1.31-4.94; p = 0.006) but was not significantly increased in males at 0.70 (95% CI, 0.34-1.45; p = 0.334)."	1
"In this study, we compared the roles of CysLT receptor type 1 (CysLTR1) and leukotriene C4 synthase (LTC4S) gene polymorphisms in two major @Chemical$-related @Disease$, aspirin-intolerant asthma (AIA) and aspirin-induced chronic urticaria/angioedema (AICU)."	1
"Univariate analysis showed that continuous aspirin use was not significantly associated with bleeding complications (odds ratio, 0.933; 95% confidence interval, 0.283-3.074; P = .910 in the aspirin and control groups) and that discontinuous aspirin use was not significantly associated with @Disease$ complications (odds ratio, 0.963; 95% confidence interval, 0.230-4.025; P = .959 in the aspirin and control groups; odds ratio, 0.969; 95% confidence interval, 0.198-4.752; P = .969 in the @Chemical$ and discontinuous groups)."	0
"PATIENTS: Helicobacter pylori-negative patients taking daily low-dose ASA (75-325 mg), who fulfilled one or more of the following criteria: age &gt;=18 years with history of uncomplicated peptic @Disease$; age &gt;=60 years with either stable coronary artery disease, upper gastrointestinal symptoms and five or more gastric/duodenal erosions, or low-dose @Chemical$ treatment initiated within 1 month of randomisation; or age &gt;=65 years."	0
"According to APS standard of care, patients were treated with aspirin and/or low-molecular weight @Chemical$ (LMWH) at prophylactic (pure obstetric @Disease$) or therapeutic doses (history of thrombosis)."	0
@Chemical$ sensitivity and IgE antibodies to @Disease$ in nasal polyposis: studies on the relationship.	0
"CONCLUSIONS: In this study, we found higher concentrations of @Chemical$ and LTB4 in saliva from @Disease$ patients than in saliva from ATA patients, suggesting that the quantification of CysLT and LTB4 concentrations in saliva may be another diagnostic strategy for AIA."	0
"Data Sources: We searched PubMed, Embase, CENTRAL, and ClinicalTrials.gov from inception to May 28, 2018, with the terms novel oral anticoagulants, non-@Chemical$ antagonist oral anticoagulants, direct oral anticoagulants, dabigatran, rivaroxaban, apixaban, edoxaban, warfarin, Coumadin, vitamin K antagonist, aspirin, acetylsalicylic acid, or ASA, and major @Disease$, fatal bleeding, or intracranial hemorrhage."	0
"Adverse events considered possibly or probably related to treatment occurred in 5 (20.0%) @Chemical$ recipients (4 episodes of diarrhea, 1 episode of abdominal pain), 1 (14.3%) recipient of lansoprazole 30 mg (1 episode of pharyngitis), and 3 (13.6%) placebo recipients (1 episode each of @Disease$, palpitations, and dyspepsia)."	0
Dual antiplatelet therapy with ASA and clopidogrel increases the risk of @Disease$ in patients with acute coronary syndrome in whom concomitant treatment with a proton-pump inhibitor (PPI) was less effective owing to the interaction of @Chemical$ and PPI with the same hepatic cytochrome P-450.	0
"This review focuses on a description of patients with aspirin-exacerbated @Disease$, methods available to diagnose their condition, the unique ability of all nonsteroidal anti-inflammatory drugs that inhibit COX-1 to cross-react with @Chemical$, an update on pathogenesis, and current thoughts about treatment."	0
"In another study, 31 hemorrhagic peptic @Disease$ patients who had been receiving low-dose @Chemical$ were enrolled."	0
"METHODS AND RESULTS: Japanese patients (n=1,363) with @Disease$ undergoing percutaneous coronary intervention were randomized to either @Chemical$ (20/3.75 mg) or clopidogrel (300/75 mg), both in combination with aspirin (81-330 mg for the first dose and 81-100 mg/day thereafter), for 24-48 weeks."	0
"The majority of patients with a history of reactions to @Chemical$ have aspirin/nonsteroidal anti-inflammatory drug (NSAID)-induced @Disease$, easy bruisability, or other side effects."	0
Aspirin-intolerant chronic @Disease$ exacerbated by cutaneous application of a @Chemical$ poultice.	0
SIGNIFICANCE: IV DDAVP corrected prolongations in BMBT in dogs given aspirin and should be considered in dogs requiring prompt reversal of @Chemical$-induced coagulopathies to reduce the risk of @Disease$ complications.	0
"The important factors that increase the risk of low-dose aspirin-related ulcer complications include a history of bleeding peptic @Disease$, prior peptic ulcer, age &gt; 70 years, H pylori infection, and concomitant drug therapy with non-steroidal anti-inflammatory drugs, other antiplatelet agents (e.g., @Chemical$) or anticoagulants."	0
Efficacy of Lactobacillus casei treatment on @Disease$ in chronic low-dose @Chemical$ users: a pilot randomized controlled study.	0
"BACKGROUND: During a clinical trial, we obtained 16 biopsies of @Disease$ induced by aspirin in patients with chronic idiopathic urticaria (@Chemical$)."	0
"Pre-operative @Chemical$ ingestion did not significantly affect peri-operative @Disease$, or change in haemoglobin concentration or haematocrit."	0
AIM: To evaluate in symptomatic elderly chronic users of low-dose aspirin: (1) the association between H. pylori infection and the prevalence of @Disease$; and (2) the effect of H. pylori infection on the efficacy of proton pump inhibitors in the prevention of @Chemical$-related gastroduodenal lesions.	0
Proton pump inhibitors reduce the risk of gastrointestinal complications in @Chemical$ users with a history of @Disease$.	0
"Low-dose @Chemical$-induced @Disease$: past, present, and future."	1
"Although knowledge about endoscopic characteristics of L-ASA associated ulcers is limited, the @Disease$ have common distinctive feature that sudden gastrointestinal bleedings or latently advanced-anemia are often the earliest symptom because @Chemical$-induced ulcers often exist without symptoms of dyspepsia."	0
NSAID-intolerant asthmatics have higher basal levels of @Chemical$-LT than NSAID-tolerant @Disease$tics.	0
"CONCLUSIONS: In new patients presenting with colitis, there is a significantly high frequency of antecedent exposure to NSAIDs or @Chemical$, supporting the concept that these agents may be important in the pathogenesis of @Disease$."	0
Initial reaction to @Chemical$ involving @Disease$ and reacting to ASA within the past year increased the risk of having a reaction to desensitization.	0
"@Chemical$ or R-baclofen, GABA-B agonists, which suppressed sound-evoked AC neural firing rate and local field potentials, also suppressed the SS-induced enhancement of the AC field potential and the acoustic @Disease$ reflex."	0
"Prior known oral NSAIDs @Disease$ included aspirin (5), @Chemical$ (2), diclofenac (2), Synflex (2) and ibuprofen (1)."	0
Incomplete platelet inhibition is common around the time of acute @Disease$ events in patients prescribed @Chemical$.	0
We tested the hypothesis that combined pre-treatment with aspirin and @Chemical$ is a risk factor for thrombolysis-related symptomatic intracerebral hemorrhage (s@Disease$).	0
"Patients with diverticular @Disease$ had greater odds than controls of NSAID, LDA, and @Chemical$ use, OR 8.3 (95% CI, 3.8-18.3), OR 2.1 (95% CI, 1.15-3.67), and OR 2.6 (95% CI, 1.24-5.56), respectively."	0
"At the 12-month interval, analysis of @Disease$s and melena found significant associations for enteric-coated @Chemical$ users, with ASRs of 1.39 (1.13 - 1.73) and 20.83 (3.33 - 863.25), respectively."	0
"Nonsteroidal anti-inflammatory drugs (NSAIDs), including @Chemical$, have been associated with the @Disease$."	1
So we suspect that the pathogenic mechanism for @Chemical$ @Disease$ differs from that for aspirin asthma.	1
"DESIGN, SETTING, AND PARTICIPANTS: Prospective analysis of observational data from the EINSTEIN deep vein thrombosis and @Disease$ clinical trials comparing rivaroxaban with @Chemical$-VKA treatment, trials performed in hospitals and clinics in 8246 patients enrolled from 2007 to 2009."	0
The use of PPIs and histamine H(2) blockers may prevent @Chemical$-induced @Disease$ in such patients.	1
"Among the main confounding factors are the type of treatment, non aspirin NSAIDs or low-dose @Chemical$, the different strains of H. pylori, the variable host response and the type of @Disease$, gastric or duodenal."	0
"During the 12 months of follow up, 13 patients (43.3%) taking @Chemical$ and 19 (65.5%) taking the placebo experienced @Disease$ (P = 0.07)."	0
The Naranjo probability scale indicated that @Chemical$ was a highly probable cause and rofecoxib was a probable cause of this patient's @Disease$.	1
"One study showed increased major GI bleeding (but not non-GI @Disease$ endpoints) with aspirin versus @Chemical$ (RR=1.45; 95% CI, 1.00-2.10)."	0
"INTERPRETATION: Famotidine is effective in the prevention of gastric and duodenal @Disease$, and erosive oesophagitis in patients taking low-dose @Chemical$."	0
@Chemical$-exacerbated @Disease$ and current treatment modalities.	1
Non@Chemical$ NSAID use was not associated with incident cognitive impairment or mild @Disease$/dementia odds.	0
"Adverse reactions to @Chemical$ are frequent particularly among patients with asthma, chronic @Disease$."	1
"Although low-dose @Chemical$ (ASA) is recommended for prevention of cardiovascular events in at-risk patients, its long-term use can be associated with the risk of @Disease$ (GI) symptoms that may impact treatment compliance."	0
"OBJECTIVE: We investigated whether subjects with @Disease$ and/or nasal polyps (NP) and analgesic intolerance proven by oral ASA provocation test tolerated the selective COX-2 inhibitor, @Chemical$."	0
[@Chemical$-induced @Disease$].	1
"CONCLUSIONS: The data from this study show that @Chemical$ intolerance, HDM allergy, and asthma duration exceeding 10 years are major factors associated with severe @Disease$ in outpatients."	1
Safety of @Chemical$ desensitization in patients with reported aspirin allergy and @Disease$.	0
Nasal provocation test (NPT) with @Chemical$: a sensitive and safe method to diagnose aspirin-induced @Disease$ (AIA).	0
BACKGROUND: @Chemical$ causes bronchospasm in patients with aspirin exacerbated @Disease$ (AERD).	0
